Product_Name,Product_Type,Weather_Preference,States_Preference,Region_Preference,Soil_Moisture_%,Temperature_C,Humidity_%,Pest_Risk_%,Irrigation_Needed,Fertilizer_Required,Pest_Name,Pesticide_name 
Jackfruit,Fruit Tree,Warm & Humid,"Kerala, WB, Assam",Tropical,48.8,27.4,78.4,30.3,Yes (Drip),"FYM, Potash, Zinc",Fruit Borer,Fipronil
Mustard,Oilseed Crop,Cool & Dry,"UP, Punjab, Rajasthan",Plains,32.1,19,57,25.2,Yes (2–3 cycles),"Urea, DAP, MOP",Mites,Mancozeb
Kinnow,Fruit Tree,Cool & Dry,"Punjab, HP, Rajasthan",Subtropical,30.1,20.3,56,25.7,Yes (Drip),"FYM, Potash, Zinc",Leaf Miner,Mancozeb
Soybean,Oilseed Crop,Warm & Moist,"MP, Maharashtra, Rajasthan",Coastal,37.1,27.6,64.4,30.1,Yes (Seasonal),"Urea, DAP, MOP",Aphids,Lambda-cyhalothrin
Banana,Fruit Crop,Warm & Humid,"TN, Kerala, MH",Tropical,69.7,27.9,85.5,29.5,High (Weekly),"NPK, FYM, Magnesium",Mealybug,Mancozeb
Jackfruit,Fruit Tree,Warm & Humid,"Kerala, WB, Assam",Tropical,49.5,26.8,80.5,31.1,Yes (Drip),"FYM, Potash, Zinc",Fruit Borer,Fipronil
Ber,Fruit Tree,Dry & Sunny,"Rajasthan, Gujarat",Arid/Semi-arid,24.6,29.7,48.9,25.4,Yes (Drip),"FYM, Potash, Zinc",Aphids,Malathion
Cumin,Spice Seed,Dry & Sunny,"Rajasthan, Gujarat",Plains,25.8,25.1,51.4,24.2,Yes (Light),"FYM, Potash, Zinc",Stem Borer,Spinosad
Moong,Pulse Crop,Warm & Dry,"Rajasthan, MP, UP",Plains,25.1,30.1,48.2,23.9,Yes (Seasonal),"Urea, DAP, FYM",Aphids,Spinosad
Sapota,Fruit Tree,Warm & Humid,"MH, Karnataka, TN",Tropical,39.3,27.5,70,28.9,Yes (Drip),"FYM, Potash, Zinc",Mealybug,Chlorpyrifos
Watermelon,Fruit Crop,Warm & Dry,"UP, MH, Karnataka",Plains,25.5,30.4,49.7,30.9,Yes (Seasonal),"NPK, FYM",Whitefly,Mancozeb
Orange,Fruit Tree,Warm & Dry,"Maharashtra, Punjab",Subtropical Hills,29.3,26.7,60.6,24.7,Yes (Drip),"FYM, Potash, Zinc",Cutworm,Mancozeb
Bottle Gourd,Vegetable,Warm & Humid,"WB, Bihar, TN",Plains,39.7,27.7,70.6,34.7,Yes (Frequent),"NPK, FYM",Fruit Borer,Chlorpyrifos
Pumpkin,Vegetable,Warm & Dry,"UP, Bihar, WB",Plains,32,27.6,54,30.1,Yes (Seasonal),"NPK, FYM",Aphids,Fipronil
Watermelon,Fruit Crop,Warm & Dry,"UP, MH, Karnataka",Plains,25.5,30.1,50.5,29.7,Yes (Seasonal),"NPK, FYM",Whitefly,Mancozeb
Lemon,Fruit Shrub,Warm & Humid,"TN, Kerala, MH",Tropical/Subtropical,40.4,24.3,70.2,30.4,Yes (Drip),"FYM, Potash, Zinc",Mites,Carbendazim
Brinjal,Vegetable,Warm & Humid,"WB, Bihar, TN",Plains,39.5,27.1,70.3,33.7,Yes (Frequent),"NPK, FYM",Thrips,Imidacloprid
Jackfruit,Fruit Tree,Warm & Humid,"Kerala, WB, Assam",Tropical,49.4,27,77.9,29.2,Yes (Drip),"FYM, Potash, Zinc",Fruit Borer,Fipronil
Orange,Fruit Tree,Warm & Dry,"Maharashtra, Punjab",Subtropical Hills,30.5,26.7,60.6,25.1,Yes (Drip),"FYM, Potash, Zinc",Cutworm,Mancozeb
Orange,Fruit Tree,Warm & Dry,"Maharashtra, Punjab",Subtropical Hills,29.2,27.5,60.3,24.4,Yes (Drip),"FYM, Potash, Zinc",Cutworm,Mancozeb
Apple,Fruit Tree,Cold & Temperate,"HP, J&K, Uttarakhand",Hills,24.8,15.1,49.2,14.9,Yes (Drip),"FYM, Calcium, Boron",Cutworm,Malathion
Pineapple,Fruit Crop,Warm & Humid,"Kerala, Assam, WB",Coastal/Hills,49.7,26.6,79.7,30.5,Yes (Drip),"FYM, Potash, Zinc",Thrips,Cypermethrin
Rice,Cereal Crop,Warm & Humid (Kharif),"WB, TN, AP, Bihar",Plain/Delta,50.6,30.3,78.9,40.1,Yes (Flood/Irrigation),"Urea, SSP, MOP",Mites,Mancozeb
Coconut,Plantation,Warm & Humid,"Kerala, TN, Goa",Plains,69.7,28.7,85.5,25.7,Yes (Rainfed + Drip),"FYM, Potash, Magnesium",Leaf Miner,Cypermethrin
Capsicum,Vegetable,Cool & Moist,"HP, Karnataka, Punjab",Hills/Plains,34.6,20,67.3,29.1,Yes (Frequent),"NPK, FYM",Leaf Miner,Lambda-cyhalothrin
Colocasia,Tuber Crop,Warm & Moist,"WB, Odisha, Assam",Hills/Plains,49,28.5,79,35.1,Yes (Seasonal),"FYM, Potash, Zinc",Mealybug,Malathion
Coconut,Plantation,Warm & Humid,"Kerala, TN, Goa",Plains,70.1,28.3,86.1,24.7,Yes (Rainfed + Drip),"FYM, Potash, Magnesium",Leaf Miner,Cypermethrin
Broccoli,Leafy Veg,Cool & Moist,"Punjab, WB, Karnataka",Plains,33.6,17.1,72.3,29.6,Yes (Frequent),"NPK, FYM",Aphids,Imidacloprid
Chana,Pulse Crop,Cool & Dry,"MP, Rajasthan, UP",Plains,30.6,19.6,55.2,25,Yes (Seasonal),"Urea, DAP, FYM",Armyworm,Lambda-cyhalothrin
Pineapple,Fruit Crop,Warm & Humid,"Kerala, Assam, WB",Coastal/Hills,51.4,27.5,80.9,29.9,Yes (Drip),"FYM, Potash, Zinc",Thrips,Cypermethrin
Mango,Fruit Tree,Warm & Dry Summer,"Maharashtra, UP",Tropical/Subtropical,19.7,26.4,58.5,24.6,Moderate (Flowering),"FYM, Potash, Zinc",Fruit Borer,Spinosad
Rajma,Pulse Crop,Cool & Dry,"HP, Uttarakhand, J&K",Hills/Plains,28.5,21.8,55.9,24,Yes (Seasonal),"Urea, DAP, FYM",Fruit Borer,Spinosad
Pomegranate,Fruit Shrub,Dry & Sunny,"MH, Gujarat, AP",Semi-arid,23.3,29.8,51.2,20.1,Yes (Drip),"FYM, Potash, Boron",Mites,Imidacloprid
Cauliflower,Flower Veg,Cool & Moist,"WB, Punjab, Karnataka",Hills,36.7,17.3,69.6,29.1,Yes (Frequent),"NPK, FYM",Whitefly,Spinosad
Broccoli,Leafy Veg,Cool & Moist,"Punjab, WB, Karnataka",Plains,37.2,17.9,72,28.9,Yes (Frequent),"NPK, FYM",Aphids,Imidacloprid
Sweet Potato,Tuber Crop,Warm & Moist,"Odisha, WB, Assam",Plains,34.2,26.7,73,30.4,Yes (Seasonal),"FYM, Potash, Zinc",Stem Borer,Lambda-cyhalothrin
Cauliflower,Flower Veg,Cool & Moist,"WB, Punjab, Karnataka",Hills,35.5,17.5,70.9,30.2,Yes (Frequent),"NPK, FYM",Whitefly,Spinosad
Muskmelon,Fruit Crop,Warm & Dry,"UP, MH, Karnataka",Hills/Plains,25.9,29.3,49.5,30.2,Yes (Seasonal),"NPK, FYM",Cutworm,Carbendazim
Cauliflower,Flower Veg,Cool & Moist,"WB, Punjab, Karnataka",Hills,35.6,18.3,70,29.3,Yes (Frequent),"NPK, FYM",Whitefly,Spinosad
Ber,Fruit Tree,Dry & Sunny,"Rajasthan, Gujarat",Arid/Semi-arid,25.4,29.9,52.7,25.1,Yes (Drip),"FYM, Potash, Zinc",Aphids,Malathion
Litchi,Fruit Tree,Warm & Humid,"Bihar, WB, Assam",Subtropical Hills,49.4,27.9,79.1,30.4,Yes (Drip),"FYM, Potash, Boron",Armyworm,Thiamethoxam
Rice,Cereal Crop,Warm & Humid (Kharif),"WB, TN, AP, Bihar",Plain/Delta,50.3,30.2,79.6,39.8,Yes (Flood/Irrigation),"Urea, SSP, MOP",Mites,Mancozeb
Custard Apple,Fruit Tree,Warm & Dry,"Maharashtra, Gujarat",Semi-arid,29,27.4,57.9,25.3,Yes (Drip),"FYM, Potash, Zinc",Mites,Carbendazim
Broccoli,Leafy Veg,Cool & Moist,"Punjab, WB, Karnataka",Plains,32.6,18.2,72.8,28.5,Yes (Frequent),"NPK, FYM",Aphids,Imidacloprid
Phalsa,Fruit Shrub,Warm & Dry,"Rajasthan, Gujarat",Semi-arid,25.7,29.8,50.2,25.8,Yes (Drip),"FYM, Potash, Zinc",Mites,Lambda-cyhalothrin
Coriander,Spice/Herb,Cool & Dry,"Rajasthan, MP, Gujarat",Plains,24.6,20.2,54.2,25.9,Yes (Light),"FYM, Potash, Zinc",Aphids,Lambda-cyhalothrin
Masoor,Pulse Crop,Cool & Dry,"UP, MP, Bihar",Plains,30.3,20.9,56.4,25.5,Yes (Seasonal),"Urea, DAP, FYM",Cutworm,Cypermethrin
Sapota,Fruit Tree,Warm & Humid,"MH, Karnataka, TN",Tropical,41.1,28.4,70.3,29.7,Yes (Drip),"FYM, Potash, Zinc",Mealybug,Chlorpyrifos
Wheat,Cereal Crop,Cool & Dry (Rabi),"Punjab, UP, MP",Plains,26.4,19.8,55.5,18.9,Yes (2–3 cycles),"Urea, DAP, Potash",Leaf Miner,Fipronil
Potato,Tuber Crop,Cool & Moist,"UP, WB, Punjab",Hills/Plains,34.6,17.4,63.3,24.6,Yes (2–3 cycles),"Urea, DAP, MOP",Thrips,Thiamethoxam
Turmeric,Spice Crop,Warm & Moist,"AP, TN, Odisha",Hills/Plains,49.6,27.7,80.8,35,Yes (Frequent),"FYM, Potash, Zinc",Stem Borer,Cypermethrin
Date Palm,Fruit Tree,Hot & Dry,"Rajasthan, Gujarat",Arid/Coastal,19.5,34.6,39.2,25.1,Yes (Drip),"FYM, Potash, Zinc",Armyworm,Fipronil
Apricot,Fruit Tree,Cold & Temperate,"HP, J&K",Plains,24.8,14.9,60.9,25.3,Yes (Drip),"FYM, Potash, Boron",Armyworm,Spinosad
Ber,Fruit Tree,Dry & Sunny,"Rajasthan, Gujarat",Arid/Semi-arid,26,30.7,49.1,24.4,Yes (Drip),"FYM, Potash, Zinc",Aphids,Malathion
Watermelon,Fruit Crop,Warm & Dry,"UP, MH, Karnataka",Plains,25.1,30.2,50.2,30,Yes (Seasonal),"NPK, FYM",Whitefly,Mancozeb
Ber,Fruit Tree,Dry & Sunny,"Rajasthan, Gujarat",Arid/Semi-arid,23.1,29.5,48.8,24.8,Yes (Drip),"FYM, Potash, Zinc",Aphids,Malathion
Apricot,Fruit Tree,Cold & Temperate,"HP, J&K",Plains,23.2,15.2,59.8,25.7,Yes (Drip),"FYM, Potash, Boron",Armyworm,Spinosad
Pear,Fruit Tree,Temperate & Moist,"HP, J&K, Uttarakhand",Hills,28.2,19.4,60.2,24.9,Yes (Seasonal),"FYM, Potash, Zinc",Mites,Lambda-cyhalothrin
Green Chili,Vegetable,Warm & Humid,"WB, Bihar, TN",Plains,40.6,27.1,70.8,34.6,Yes (Frequent),"NPK, FYM",Mites,Malathion
Cherry,Fruit Tree,Cold & Temperate,"HP, J&K",Hills,25.2,14,59.4,25,Yes (Drip),"FYM, Potash, Boron",Thrips,Fipronil
Banana,Fruit Crop,Warm & Humid,"TN, Kerala, MH",Tropical,69.5,28.5,84.5,29.9,High (Weekly),"NPK, FYM, Magnesium",Mealybug,Mancozeb
Sweet Potato,Tuber Crop,Warm & Moist,"Odisha, WB, Assam",Plains,33.4,27,66.8,29.8,Yes (Seasonal),"FYM, Potash, Zinc",Stem Borer,Lambda-cyhalothrin
Colocasia,Tuber Crop,Warm & Moist,"WB, Odisha, Assam",Hills/Plains,50.7,27.4,80.3,34.5,Yes (Seasonal),"FYM, Potash, Zinc",Mealybug,Malathion
Banana,Fruit Crop,Warm & Humid,"TN, Kerala, MH",Tropical,67.9,28.1,85.4,30,High (Weekly),"NPK, FYM, Magnesium",Mealybug,Mancozeb
Masoor,Pulse Crop,Cool & Dry,"UP, MP, Bihar",Plains,30.8,19.2,54.6,25.1,Yes (Seasonal),"Urea, DAP, FYM",Cutworm,Cypermethrin
Mosambi,Fruit Tree,Warm & Dry,"Maharashtra, UP",Tropical/Subtropical,31.2,27.9,59.7,24.6,Yes (Drip),"FYM, Potash, Zinc",Mealybug,Carbendazim
Mustard,Oilseed Crop,Cool & Dry,"UP, Punjab, Rajasthan",Plains,29.7,19.1,53.8,24.9,Yes (2–3 cycles),"Urea, DAP, MOP",Mites,Mancozeb
Pear,Fruit Tree,Temperate & Moist,"HP, J&K, Uttarakhand",Hills,30.6,18.9,60.3,24.9,Yes (Seasonal),"FYM, Potash, Zinc",Mites,Lambda-cyhalothrin
Broccoli,Leafy Veg,Cool & Moist,"Punjab, WB, Karnataka",Plains,33.5,18.2,71.2,29.2,Yes (Frequent),"NPK, FYM",Aphids,Imidacloprid
Orange,Fruit Tree,Warm & Dry,"Maharashtra, Punjab",Subtropical Hills,29.7,26.9,58.9,25.2,Yes (Drip),"FYM, Potash, Zinc",Cutworm,Mancozeb
Pear,Fruit Tree,Temperate & Moist,"HP, J&K, Uttarakhand",Hills,31.5,19.1,58.5,24.9,Yes (Seasonal),"FYM, Potash, Zinc",Mites,Lambda-cyhalothrin
Turmeric,Spice Crop,Warm & Moist,"AP, TN, Odisha",Hills/Plains,49.4,27,80.9,34.9,Yes (Frequent),"FYM, Potash, Zinc",Stem Borer,Cypermethrin
Cherry,Fruit Tree,Cold & Temperate,"HP, J&K",Hills,26.5,13.6,61.8,25.6,Yes (Drip),"FYM, Potash, Boron",Thrips,Fipronil
Banana,Fruit Crop,Warm & Humid,"TN, Kerala, MH",Tropical,71.2,28.2,84.3,30.3,High (Weekly),"NPK, FYM, Magnesium",Mealybug,Mancozeb
Wheat,Cereal Crop,Cool & Dry (Rabi),"Punjab, UP, MP",Plains,25.3,20.3,53.4,20.1,Yes (2–3 cycles),"Urea, DAP, Potash",Leaf Miner,Fipronil
Amaranthus,Leafy Veg,Warm & Moist,"WB, TN, Kerala",Plains,34.8,29,71.2,29.5,Yes (Frequent),"NPK, FYM",Fruit Borer,Chlorpyrifos
Pineapple,Fruit Crop,Warm & Humid,"Kerala, Assam, WB",Coastal/Hills,49.8,26,82.1,30.2,Yes (Drip),"FYM, Potash, Zinc",Thrips,Cypermethrin
Garlic,Bulb Crop,Cool & Dry,"MP, Gujarat, Punjab",Plains,31.6,14.7,54.2,24.6,Yes (2–3 cycles),"Urea, DAP, MOP",Leaf Miner,Fipronil
Green Chili,Vegetable,Warm & Humid,"WB, Bihar, TN",Plains,39.6,27.5,69.8,34.8,Yes (Frequent),"NPK, FYM",Mites,Malathion
Green Cardamom,Spice Crop,Humid & Shaded,"Kerala, Karnataka",Hills/Plains,49.2,24.7,82.2,35.9,Yes (Rainfed + Drip),"FYM, Potash, Zinc",Cutworm,Chlorpyrifos
Wheat,Cereal Crop,Cool & Dry (Rabi),"Punjab, UP, MP",Plains,25.5,19.9,53.6,18.9,Yes (2–3 cycles),"Urea, DAP, Potash",Leaf Miner,Fipronil
Sweet Potato,Tuber Crop,Warm & Moist,"Odisha, WB, Assam",Plains,33.8,27.3,71.8,30.3,Yes (Seasonal),"FYM, Potash, Zinc",Stem Borer,Lambda-cyhalothrin
Apricot,Fruit Tree,Cold & Temperate,"HP, J&K",Plains,24.3,15.1,60.4,24.1,Yes (Drip),"FYM, Potash, Boron",Armyworm,Spinosad
Lettuce,Leafy Veg,Cool & Moist,"WB, Karnataka, Punjab",Hills/Plains,34.5,16.8,70.7,25,Yes (Frequent),"NPK, FYM",Leaf Miner,Fipronil
Beetroot,Root Crop,Cool & Moist,"WB, Punjab, Karnataka",Plains,35.5,17.1,71.4,24.3,Yes (Frequent),"Urea, DAP, MOP",Fruit Borer,Thiamethoxam
Coriander,Spice/Herb,Cool & Dry,"Rajasthan, MP, Gujarat",Plains,24.3,20.2,55.9,25.6,Yes (Light),"FYM, Potash, Zinc",Aphids,Lambda-cyhalothrin
Date Palm,Fruit Tree,Hot & Dry,"Rajasthan, Gujarat",Arid/Coastal,19.7,33.9,39.5,24.7,Yes (Drip),"FYM, Potash, Zinc",Armyworm,Fipronil
Mango,Fruit Tree,Warm & Dry Summer,"Maharashtra, UP",Tropical/Subtropical,21.2,27,60.7,25.7,Moderate (Flowering),"FYM, Potash, Zinc",Fruit Borer,Spinosad
Carrot,Root Crop,Cool & Moist,"Punjab, WB, Karnataka",Plains/Hills,35.6,17.1,71.7,25.2,Yes (Frequent),"Urea, DAP, MOP",Mealybug,Imidacloprid
Beetroot,Root Crop,Cool & Moist,"WB, Punjab, Karnataka",Plains,35.8,18,67.6,24.3,Yes (Frequent),"Urea, DAP, MOP",Fruit Borer,Thiamethoxam
Cherry,Fruit Tree,Cold & Temperate,"HP, J&K",Hills,24.5,13.2,59.5,25.4,Yes (Drip),"FYM, Potash, Boron",Thrips,Fipronil
Potato,Tuber Crop,Cool & Moist,"UP, WB, Punjab",Hills/Plains,33.1,17.8,64.7,25.8,Yes (2–3 cycles),"Urea, DAP, MOP",Thrips,Thiamethoxam
Cumin,Spice Seed,Dry & Sunny,"Rajasthan, Gujarat",Plains,24.4,24.7,51.3,25.1,Yes (Light),"FYM, Potash, Zinc",Stem Borer,Spinosad
Ber,Fruit Tree,Dry & Sunny,"Rajasthan, Gujarat",Arid/Semi-arid,23.6,29.4,49.3,24.2,Yes (Drip),"FYM, Potash, Zinc",Aphids,Malathion
Yam,Tuber Crop,Warm & Moist,"Kerala, WB, Odisha",Plains,35.8,27.6,72.2,30.3,Yes (Seasonal),"FYM, Potash, Zinc",Mealybug,Spinosad
Phalsa,Fruit Shrub,Warm & Dry,"Rajasthan, Gujarat",Semi-arid,24.9,30.7,50.3,25.7,Yes (Drip),"FYM, Potash, Zinc",Mites,Lambda-cyhalothrin
Cumin,Spice Seed,Dry & Sunny,"Rajasthan, Gujarat",Plains,25.8,24.5,51.3,25.2,Yes (Light),"FYM, Potash, Zinc",Stem Borer,Spinosad
Niger,Oilseed Crop,Dry & Sunny,"MP, Odisha, Chhattisgarh",Plains,24.5,25.3,48.8,24.6,Yes (Light),"FYM, Potash, Zinc",Cutworm,Spinosad
Fig,Fruit Tree,Warm & Dry,"MH, Gujarat, TN",Semi-arid,24.9,27,50.8,24.3,Yes (Drip),"FYM, Potash, Zinc",Aphids,Lambda-cyhalothrin
Capsicum,Vegetable,Cool & Moist,"HP, Karnataka, Punjab",Hills/Plains,34.9,20.1,71.2,30.7,Yes (Frequent),"NPK, FYM",Leaf Miner,Lambda-cyhalothrin
Litchi,Fruit Tree,Warm & Humid,"Bihar, WB, Assam",Subtropical Hills,49.4,27.9,79.3,29.7,Yes (Drip),"FYM, Potash, Boron",Armyworm,Thiamethoxam
Carrot,Root Crop,Cool & Moist,"Punjab, WB, Karnataka",Plains/Hills,34.2,17.3,69,24.6,Yes (Frequent),"Urea, DAP, MOP",Mealybug,Imidacloprid
Knol-Khol,Vegetable,Cool & Moist,"WB, Punjab, Karnataka",Hills/Plains,34.8,19.9,69.6,30.1,Yes (Frequent),"NPK, FYM",Stem Borer,Imidacloprid
Fig,Fruit Tree,Warm & Dry,"MH, Gujarat, TN",Semi-arid,25.6,26.4,49.4,24.9,Yes (Drip),"FYM, Potash, Zinc",Aphids,Lambda-cyhalothrin
Sapota,Fruit Tree,Warm & Humid,"MH, Karnataka, TN",Tropical,37.9,27.6,69.6,29.1,Yes (Drip),"FYM, Potash, Zinc",Mealybug,Chlorpyrifos
Banana,Fruit Crop,Warm & Humid,"TN, Kerala, MH",Tropical,72.2,27.1,86.6,30.8,High (Weekly),"NPK, FYM, Magnesium",Mealybug,Mancozeb
Bottle Gourd,Vegetable,Warm & Humid,"WB, Bihar, TN",Plains,40,27.7,69.2,35.3,Yes (Frequent),"NPK, FYM",Fruit Borer,Chlorpyrifos
Capsicum,Vegetable,Cool & Moist,"HP, Karnataka, Punjab",Hills/Plains,34.2,19.9,69.4,31.2,Yes (Frequent),"NPK, FYM",Leaf Miner,Lambda-cyhalothrin
Sapota,Fruit Tree,Warm & Humid,"MH, Karnataka, TN",Tropical,38.9,27.8,72.6,29.9,Yes (Drip),"FYM, Potash, Zinc",Mealybug,Chlorpyrifos
Cauliflower,Flower Veg,Cool & Moist,"WB, Punjab, Karnataka",Hills,33.7,17.6,70.1,30,Yes (Frequent),"NPK, FYM",Whitefly,Spinosad
Custard Apple,Fruit Tree,Warm & Dry,"Maharashtra, Gujarat",Semi-arid,29,27.8,59.9,24.9,Yes (Drip),"FYM, Potash, Zinc",Mites,Carbendazim
Rajma,Pulse Crop,Cool & Dry,"HP, Uttarakhand, J&K",Hills/Plains,31,22.2,56.2,24.4,Yes (Seasonal),"Urea, DAP, FYM",Fruit Borer,Spinosad
Fig,Fruit Tree,Warm & Dry,"MH, Gujarat, TN",Semi-arid,24.5,26.3,52.4,25.3,Yes (Drip),"FYM, Potash, Zinc",Aphids,Lambda-cyhalothrin
Fig,Fruit Tree,Warm & Dry,"MH, Gujarat, TN",Semi-arid,24.9,26.7,49.7,24.9,Yes (Drip),"FYM, Potash, Zinc",Aphids,Lambda-cyhalothrin
Jackfruit,Fruit Tree,Warm & Humid,"Kerala, WB, Assam",Tropical,50.6,27.6,78,30.5,Yes (Drip),"FYM, Potash, Zinc",Fruit Borer,Fipronil
Turmeric,Spice Crop,Warm & Moist,"AP, TN, Odisha",Hills/Plains,51.6,28.2,76.7,35,Yes (Frequent),"FYM, Potash, Zinc",Stem Borer,Cypermethrin
Banana,Fruit Crop,Warm & Humid,"TN, Kerala, MH",Tropical,70.1,28.2,83.1,29.9,High (Weekly),"NPK, FYM, Magnesium",Mealybug,Mancozeb
Green Chili,Vegetable,Warm & Humid,"WB, Bihar, TN",Plains,39.8,28.6,70.2,35,Yes (Frequent),"NPK, FYM",Mites,Malathion
Grapes,Fruit Vine,Dry & Sunny,"MH, Karnataka",Semi-arid,25.9,27.3,50.5,23.9,Yes (Drip),"Potash, FYM, Zinc",Fruit Borer,Carbendazim
Moong,Pulse Crop,Warm & Dry,"Rajasthan, MP, UP",Plains,25.4,29.2,49.5,24.9,Yes (Seasonal),"Urea, DAP, FYM",Aphids,Spinosad
Watermelon,Fruit Crop,Warm & Dry,"UP, MH, Karnataka",Plains,24.9,28.9,51.5,31.4,Yes (Seasonal),"NPK, FYM",Whitefly,Mancozeb
Muskmelon,Fruit Crop,Warm & Dry,"UP, MH, Karnataka",Hills/Plains,25.1,30.2,51.1,30.1,Yes (Seasonal),"NPK, FYM",Cutworm,Carbendazim
Mustard,Oilseed Crop,Cool & Dry,"UP, Punjab, Rajasthan",Plains,30.2,19.7,54.6,24.8,Yes (2–3 cycles),"Urea, DAP, MOP",Mites,Mancozeb
Rice,Cereal Crop,Warm & Humid (Kharif),"WB, TN, AP, Bihar",Plain/Delta,49.4,30.5,79.2,39.9,Yes (Flood/Irrigation),"Urea, SSP, MOP",Mites,Mancozeb
Garlic,Bulb Crop,Cool & Dry,"MP, Gujarat, Punjab",Plains,29.2,16.4,55.1,24.4,Yes (2–3 cycles),"Urea, DAP, MOP",Leaf Miner,Fipronil
Cabbage,Leafy Veg,Cool & Moist,"WB, Punjab, Karnataka",Arid/Semi-arid,36,17.5,71.8,29.5,Yes (Frequent),"NPK, FYM",Thrips,Mancozeb
Amaranthus,Leafy Veg,Warm & Moist,"WB, TN, Kerala",Plains,35.6,27.3,71.5,30.4,Yes (Frequent),"NPK, FYM",Fruit Borer,Chlorpyrifos
Brinjal,Vegetable,Warm & Humid,"WB, Bihar, TN",Plains,40.2,26.6,71,35.1,Yes (Frequent),"NPK, FYM",Thrips,Imidacloprid
Coconut,Plantation,Warm & Humid,"Kerala, TN, Goa",Plains,71.3,28.8,84.8,25.4,Yes (Rainfed + Drip),"FYM, Potash, Magnesium",Leaf Miner,Cypermethrin
Sweet Potato,Tuber Crop,Warm & Moist,"Odisha, WB, Assam",Plains,37.6,27.9,71.5,30.7,Yes (Seasonal),"FYM, Potash, Zinc",Stem Borer,Lambda-cyhalothrin
Chana,Pulse Crop,Cool & Dry,"MP, Rajasthan, UP",Plains,28.3,20.1,55.8,24.4,Yes (Seasonal),"Urea, DAP, FYM",Armyworm,Lambda-cyhalothrin
Rajma,Pulse Crop,Cool & Dry,"HP, Uttarakhand, J&K",Hills/Plains,30.1,20.4,56.7,24.2,Yes (Seasonal),"Urea, DAP, FYM",Fruit Borer,Spinosad
Colocasia,Tuber Crop,Warm & Moist,"WB, Odisha, Assam",Hills/Plains,49.9,26.5,81.6,35,Yes (Seasonal),"FYM, Potash, Zinc",Mealybug,Malathion
Mosambi,Fruit Tree,Warm & Dry,"Maharashtra, UP",Tropical/Subtropical,31.9,27.5,61.9,25.5,Yes (Drip),"FYM, Potash, Zinc",Mealybug,Carbendazim
Coriander,Spice/Herb,Cool & Dry,"Rajasthan, MP, Gujarat",Plains,24.1,20.6,54.9,24.9,Yes (Light),"FYM, Potash, Zinc",Aphids,Lambda-cyhalothrin
Bottle Gourd,Vegetable,Warm & Humid,"WB, Bihar, TN",Plains,41.7,28.1,68.3,35.5,Yes (Frequent),"NPK, FYM",Fruit Borer,Chlorpyrifos
Banana,Fruit Crop,Warm & Humid,"TN, Kerala, MH",Tropical,71.4,27.4,84.5,30.7,High (Weekly),"NPK, FYM, Magnesium",Mealybug,Mancozeb
Beetroot,Root Crop,Cool & Moist,"WB, Punjab, Karnataka",Plains,35.2,17.7,67.3,25.5,Yes (Frequent),"Urea, DAP, MOP",Fruit Borer,Thiamethoxam
Mosambi,Fruit Tree,Warm & Dry,"Maharashtra, UP",Tropical/Subtropical,30,27.7,59.6,25.5,Yes (Drip),"FYM, Potash, Zinc",Mealybug,Carbendazim
Rajma,Pulse Crop,Cool & Dry,"HP, Uttarakhand, J&K",Hills/Plains,27.9,21.9,56.9,23.9,Yes (Seasonal),"Urea, DAP, FYM",Fruit Borer,Spinosad
Ginger,Spice Root,Warm & Moist,"Kerala, Assam, Odisha",Hills/Plains,51.1,27.3,79.9,35.8,Yes (Frequent),"FYM, Potash, Zinc",Leaf Miner,Cypermethrin
Sweet Potato,Tuber Crop,Warm & Moist,"Odisha, WB, Assam",Plains,34.1,27.7,68.3,30.7,Yes (Seasonal),"FYM, Potash, Zinc",Stem Borer,Lambda-cyhalothrin
Turmeric,Spice Crop,Warm & Moist,"AP, TN, Odisha",Hills/Plains,49.3,27.1,80.7,34.8,Yes (Frequent),"FYM, Potash, Zinc",Stem Borer,Cypermethrin
Mango,Fruit Tree,Warm & Dry Summer,"Maharashtra, UP",Tropical/Subtropical,19.5,27.1,62,25,Moderate (Flowering),"FYM, Potash, Zinc",Fruit Borer,Spinosad
Date Palm,Fruit Tree,Hot & Dry,"Rajasthan, Gujarat",Arid/Coastal,18.4,35.1,40.8,25.1,Yes (Drip),"FYM, Potash, Zinc",Armyworm,Fipronil
Mango,Fruit Tree,Warm & Dry Summer,"Maharashtra, UP",Tropical/Subtropical,19.1,26.6,60.7,24.8,Moderate (Flowering),"FYM, Potash, Zinc",Fruit Borer,Spinosad
Carrot,Root Crop,Cool & Moist,"Punjab, WB, Karnataka",Plains/Hills,34.5,18.5,72.7,24.4,Yes (Frequent),"Urea, DAP, MOP",Mealybug,Imidacloprid
Rice,Cereal Crop,Warm & Humid (Kharif),"WB, TN, AP, Bihar",Plain/Delta,51.3,30.2,82,40,Yes (Flood/Irrigation),"Urea, SSP, MOP",Mites,Mancozeb
Groundnut,Oilseed Crop,Warm & Dry,"Gujarat, TN, MH",Semi-arid,28.6,27.6,56.7,24.7,Yes (Seasonal),"Urea, DAP, MOP",Whitefly,Cypermethrin
Potato,Tuber Crop,Cool & Moist,"UP, WB, Punjab",Hills/Plains,31.6,17.7,66,25.7,Yes (2–3 cycles),"Urea, DAP, MOP",Thrips,Thiamethoxam
